	x=ε/ω_c	ω_c*D(x)
0	0.01	2.0449627248068997e-07
1	0.010519129409870084	2.226036864695861e-07
2	0.011065208354159375	2.411992542840293e-07
3	0.011639635862457804	2.6021624689897367e-07
4	0.012243883592095842	2.7956887319738885e-07
5	0.012879499598464114	2.9914914251589647e-07
6	0.01354811230106138	3.188233960590567e-07
7	0.014251434655431742	3.3842851736210697e-07
8	0.014991268541679379	3.577678516713442e-07
9	0.015769509380803976	3.76606903625602e-07
10	0.01658815099068373	3.946688991089611e-07
11	0.017449290694146677	4.116303716733213e-07
12	0.01835513469221707	4.271169810202916e-07
13	0.019308003716302716	4.4069986581412636e-07
14	0.02031033897380409	4.5189293823622465e-07
15	0.021364708402377308	4.601516654085002e-07
16	0.022473813248874576	4.648740421148917e-07
17	0.023640494989816435	4.65404662210805e-07
18	0.024867742611126457	4.6104300385014515e-07
19	0.02615870026577797	4.5105727659514995e-07
20	0.027516675328972156	4.347053702449766e-07
21	0.02894514687148374	4.112645845865688e-07
22	0.03044777457288337	3.8007183882776156e-07
23	0.0320284080974712	3.405759093253894e-07
24	0.03369109695694304	2.924029179762027e-07
25	0.035440100885056405	2.354358092010718e-07
26	0.03727990075087597	1.699080215923639e-07
27	0.03921521003855772	9.651156281823192e-08
28	0.04125098692308251	1.652271043973826e-08
29	0.04339244697287635	-6.803516419580167e-08
30	0.04564507651186117	-1.541076403393916e-07
31	0.04801464667516891	-2.369028337025781e-07
32	0.05050722819452901	-3.078159519832844e-07
33	0.053129206951208964	-3.4831875945266874e-07
34	0.05588730033635363	-3.129939862518908e-07
35	0.058788574460637975	-8.574808588162135e-08
36	0.061840462257323425	6.251603045778109e-07
37	0.06505078252509718	2.5214052681064646e-06
38	0.06842775995948126	7.2026678663842554e-06
39	0.071980046224131	1.811778433809001e-05
40	0.07571674211600644	4.230165071779561e-05
41	0.07964742088120322	9.335103878200408e-05
42	0.08378215274117651	0.00019621130616464443
43	0.08813153069219377	0.00039440491896187074
44	0.09270669764411231	0.000760268318582804
45	0.0975193749680116	0.0014085110328786157
46	0.10258189252581593	0.00251292600743619
47	0.10790722025884425	0.0043253648454861
48	0.11350900141621369	0.007195213276456789
49	0.11940158750822785	0.011586700006435469
50	0.1256000750742976	0.018090642954444944
51	0.13212034435959344	0.027426895410176188
52	0.13897909999951624	0.04043398302483272
53	0.14619391381621868	0.058043319024192776
54	0.15378326983681984	0.08123691812105575
55	0.16176661164864786	0.11098953227975393
56	0.17016439221283242	0.14819831781206877
57	0.17899812626386735	0.19360516005120726
58	0.18829044542938858	0.2477182886828138
59	0.19806515621138196	0.31074055194308503
60	0.20834730097736603	0.38251156707947725
61	0.21916322211780653	0.46246996043418087
62	0.23054062953413085	0.5496402026468149
63	0.24250867163024395	0.6426463157723965
64	0.2550980099894226	0.7397521645891044
65	0.2683408979279068	0.8389254192099073
66	0.2822712631264391	0.9379200948455602
67	0.2969247945514502	1.0343714926523517
68	0.31233903388857925	1.1258975554306145
69	0.3285534717227763	1.2102010991333099
70	0.34560964871139754	1.2851666757563114
71	0.363551262009493	1.3489448711989274
72	0.38242427721994426	1.4000192757116936
73	0.4022770461552626	1.4372568944077468
74	0.42316043071274884	1.4599428087048498
75	0.4451279331803768	1.467793045098721
76	0.4682358333072387	1.4609440112967418
77	0.49254333248972015	1.4399309375259113
78	0.5181127054428034	1.4056547460184068
79	0.545009459745075	1.3593255061060296
80	0.5733025036661824	1.3024049466874996
81	0.6030643227067088	1.2365479646510147
82	0.6343711653027524	1.1635243192019022
83	0.6673032381709739	1.0851614546975012
84	0.7019449117945834	1.0032744309518575
85	0.7383849365767065	0.919608462193954
86	0.776716670214909	0.8357906826851691
87	0.8170383168794012	0.7532844436104852
88	0.8594531788076862	0.673361622627693
89	0.9040699209602264	0.5970818126015623
90	0.9510028494151641	0.5252784753590369
91	1.0003722042153305	0.45856802717532774
92	1.0523044674178048	0.3973496068102367
93	1.10693268713523	0.3418267775933124
94	1.1643968183990727	0.2920321120332054
95	1.2248440817180835	0.2478485373752256
96	1.2884293402506002	0.20903902706425462
97	1.3553154965569605	0.17528015789475207
98	1.4256739099484992	0.14617794919360144
99	1.4996848355023735	0.12130167683854404
